jid,title,location,proj_quals,job_desc,start_date,end_date
J4880,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,2/25/2025,6/3/2025
J4881,Data Scientist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/6/2025,9/2/2025
J4882,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/23/2025,8/8/2025
J4883,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,1/21/2025,7/20/2025
J4884,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/3/2025,6/30/2025
J4885,Marketing Specialist,Hanoi,"Java, SQL, Communication",Develop predictive models and report insights.,2/23/2025,7/7/2025
J4886,Data Analyst,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/25/2025,9/2/2025
J4887,Project Manager,Ho Chi Minh,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,3/15/2025,6/4/2025
J4888,Data Analyst,Ho Chi Minh,"Java, SQL, Communication",Analyze data and visualize results.,1/27/2025,8/19/2025
J4889,Data Analyst,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/7/2025,7/7/2025
J4890,Project Manager,Hanoi,"Java, SQL, Communication",Develop backend systems and maintain performance.,3/13/2025,8/16/2025
J4891,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/27/2025,7/12/2025
J4892,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/19/2025,8/9/2025
J4893,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/9/2025,7/27/2025
J4894,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/29/2025,8/30/2025
J4895,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/21/2025,6/3/2025
J4896,Data Analyst,Hanoi,"Java, SQL, Communication",Develop predictive models and report insights.,1/18/2025,7/23/2025
J4897,Software Engineer,Da Nang,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,4/10/2025,7/25/2025
J4898,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,4/11/2025,7/27/2025
J4899,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/13/2025,9/4/2025
J4900,Software Engineer,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,2/13/2025,6/21/2025
J4901,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/23/2025,9/6/2025
J4902,Data Analyst,Da Nang,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/10/2025,8/27/2025
J4903,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/18/2025,8/30/2025
J4904,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,4/7/2025,7/20/2025
J4905,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,2/12/2025,8/8/2025
J4906,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/26/2025,6/2/2025
J4907,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,3/9/2025,8/28/2025
J4908,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/10/2025,8/25/2025
J4909,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,4/8/2025,8/1/2025
J4910,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/3/2025,7/10/2025
J4911,Project Manager,Hanoi,"Python, SQL, Power BI",Develop predictive models and report insights.,1/24/2025,8/22/2025
J4912,Data Scientist,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/3/2025,7/12/2025
J4913,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/7/2025,7/26/2025
J4914,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,2/20/2025,8/12/2025
J4915,Project Manager,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/28/2025,6/25/2025
J4916,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/11/2025,6/4/2025
J4917,Data Analyst,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/11/2025,6/3/2025
J4918,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/6/2025,8/12/2025
J4919,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Develop predictive models and report insights.,3/17/2025,8/5/2025
J4920,Data Analyst,Ho Chi Minh,"Java, SQL, Communication",Manage project timelines and coordinate teams.,1/30/2025,8/10/2025
J4921,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,3/14/2025,8/25/2025
J4922,Project Manager,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/29/2025,7/9/2025
J4923,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,3/5/2025,6/1/2025
J4924,Data Analyst,Da Nang,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,2/22/2025,9/6/2025
J4925,Data Scientist,Da Nang,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/2/2025,7/2/2025
J4926,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,3/8/2025,7/12/2025
J4927,Data Analyst,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/25/2025,6/5/2025
J4928,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/9/2025,6/23/2025
J4929,Project Manager,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/6/2025,8/25/2025
J4930,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/30/2025,6/30/2025
J4931,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/17/2025,8/10/2025
J4932,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/7/2025,9/4/2025
J4933,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/19/2025,6/12/2025
J4934,Data Analyst,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/17/2025,8/10/2025
J4935,Software Engineer,Da Nang,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/13/2025,7/12/2025
J4936,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/23/2025,7/17/2025
J4937,Software Engineer,Ho Chi Minh,"Java, SQL, Communication",Analyze data and visualize results.,1/31/2025,8/3/2025
J4938,Software Engineer,Hanoi,"Java, SQL, Communication",Design and execute marketing campaigns.,1/12/2025,6/19/2025
J4939,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,1/13/2025,6/18/2025
J4940,Software Engineer,Da Nang,"Python, SQL, Power BI",Develop predictive models and report insights.,1/27/2025,8/15/2025
J4941,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/21/2025,7/8/2025
J4942,Data Analyst,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/18/2025,8/29/2025
J4943,Data Scientist,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,1/25/2025,8/9/2025
J4944,Data Scientist,Hanoi,"Java, SQL, Communication",Develop predictive models and report insights.,1/25/2025,7/7/2025
J4945,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/31/2025,6/6/2025
J4946,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/30/2025,7/24/2025
J4947,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/29/2025,7/3/2025
J4948,Software Engineer,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,4/5/2025,6/20/2025
J4949,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,3/17/2025,7/23/2025
J4950,Data Analyst,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/7/2025,7/9/2025
J4951,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,1/4/2025,7/28/2025
J4952,Data Analyst,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,4/2/2025,6/11/2025
J4953,Data Scientist,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,4/7/2025,8/8/2025
J4954,Data Analyst,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/24/2025,7/29/2025
J4955,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/2/2025,7/1/2025
J4956,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,2/4/2025,6/24/2025
J4957,Software Engineer,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,1/24/2025,7/8/2025
J4958,Project Manager,Hanoi,"Java, SQL, Communication",Design and execute marketing campaigns.,3/12/2025,6/3/2025
J4959,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/11/2025,6/30/2025
J4960,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/28/2025,7/3/2025
J4961,Data Scientist,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/7/2025,8/6/2025
J4962,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,2/27/2025,9/8/2025
J4963,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/24/2025,8/19/2025
J4964,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/28/2025,6/17/2025
J4965,Software Engineer,Hanoi,"Java, SQL, Communication",Design and execute marketing campaigns.,4/9/2025,6/13/2025
J4966,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/8/2025,6/18/2025
J4967,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/8/2025,6/1/2025
J4968,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,3/20/2025,6/9/2025
J4969,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,2/8/2025,9/6/2025
J4970,Data Scientist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/13/2025,6/15/2025
J4971,Software Engineer,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,4/5/2025,7/18/2025
J4972,Software Engineer,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,4/5/2025,6/12/2025
J4973,Data Analyst,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/5/2025,9/2/2025
J4974,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,2/10/2025,8/30/2025
J4975,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/3/2025,8/1/2025
J4976,Project Manager,Da Nang,"Java, SQL, Communication",Design and execute marketing campaigns.,4/1/2025,6/27/2025
J4977,Software Engineer,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,1/5/2025,6/28/2025
J4978,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,4/11/2025,7/22/2025
J4979,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/24/2025,7/8/2025
J4980,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/23/2025,8/8/2025
J4981,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/14/2025,6/3/2025
J4982,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,4/11/2025,9/8/2025
J4983,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/26/2025,8/12/2025
J4984,Data Analyst,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,3/20/2025,6/26/2025
J4985,Project Manager,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,4/9/2025,8/2/2025
J4986,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/15/2025,7/25/2025
J4987,Project Manager,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,3/30/2025,9/2/2025
J4988,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,1/18/2025,7/1/2025
J4989,Project Manager,Hanoi,"Python, SQL, Power BI",Develop predictive models and report insights.,3/21/2025,8/12/2025
J4990,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/10/2025,8/5/2025
J4991,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,4/4/2025,8/22/2025
J4992,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/10/2025,6/5/2025
J4993,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,2/16/2025,8/5/2025
J4994,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/25/2025,7/28/2025
J4995,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/27/2025,8/28/2025
J4996,Data Analyst,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,4/8/2025,8/15/2025
J4997,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,4/7/2025,6/9/2025
J4998,Project Manager,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,3/20/2025,6/29/2025
J4999,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/3/2025,6/11/2025
